,annual_income,living_place,age,working_years,employed,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
25922,225000,2,33,1,True,False,False,False,False,60,False
19585,202500,4,29,1,True,False,False,True,False,60,False
23512,112500,3,29,0,True,False,True,False,True,60,False
25915,144000,3,38,7,True,True,True,False,True,60,False
15736,247500,3,33,6,True,True,True,False,True,60,False
5655,189000,3,51,1,True,False,False,True,True,60,False
24565,54000,3,38,5,True,False,True,False,True,60,False
14817,225000,3,37,4,True,False,True,True,True,60,False
34453,112500,3,53,16,True,True,False,False,False,60,False
16275,72000,3,22,1,True,False,True,False,True,60,False
21528,157500,3,40,0,True,False,False,False,False,60,False
7421,337500,3,49,18,True,True,False,True,False,60,False
16251,315000,3,35,9,True,True,False,True,True,60,False
32675,225000,3,55,2,True,False,False,False,True,60,False
29297,67500,3,32,4,True,False,True,False,True,60,False
1234,310500,3,36,3,True,False,False,False,True,60,False
10522,270000,3,39,6,True,True,True,False,False,60,False
17687,310500,3,30,8,True,True,True,True,True,60,False
19243,157500,3,38,6,True,True,False,False,False,60,False
25324,67500,3,45,1,True,False,True,False,True,60,False
24645,90000,2,28,2,True,False,False,False,True,60,False
30451,247500,3,44,2,True,False,False,False,True,60,False
26262,135000,3,36,1,True,False,True,True,False,60,False
19861,157500,3,62,5,True,False,False,False,True,60,False
9758,108000,3,39,11,True,True,True,False,True,60,False
16597,144000,3,45,1,True,False,False,True,False,60,False
3982,121500,3,47,9,True,True,True,False,True,60,False
17187,180000,3,58,7,True,True,False,False,False,60,False
15500,315000,3,53,11,True,True,False,False,False,60,False
15022,135000,3,46,4,True,False,False,True,True,60,False
12192,270000,3,40,22,True,True,False,False,True,60,False
11199,67500,3,53,10,True,True,False,True,False,60,False
20947,157500,3,52,13,True,True,False,False,False,60,False
28128,202500,3,29,1,True,False,False,False,True,60,False
9721,270000,3,43,20,True,True,True,False,True,60,False
13334,135000,3,27,2,True,False,True,False,False,60,False
19466,135000,4,34,4,True,False,True,False,False,60,False
34960,144000,3,28,6,True,True,False,True,True,60,False
17584,247500,3,44,4,True,False,False,True,False,60,False
29464,247500,3,51,4,True,False,False,False,True,60,True
13263,45000,3,29,11,True,True,True,False,False,60,False
15389,135000,3,52,9,True,True,False,True,False,60,False
18881,99000,3,53,22,True,True,False,False,True,60,False
27539,130500,4,31,4,True,False,True,False,True,60,False
20573,112500,3,54,3,True,False,True,False,False,60,False
30340,202500,3,40,0,True,False,True,False,True,60,False
9078,225000,3,46,1,True,False,False,False,False,60,False
27187,112500,3,29,5,True,False,True,False,True,60,False
13749,292500,3,39,10,True,True,False,False,True,60,False
15049,270000,3,32,11,True,True,False,False,False,60,False
3351,180000,3,63,31,True,True,False,False,True,60,False
33138,76500,3,64,4,True,False,False,False,True,60,False
38,112500,3,56,12,True,True,False,True,True,60,False
35588,126000,3,40,0,True,False,True,True,False,60,False
12198,225000,3,35,2,True,False,True,False,False,60,False
29984,247500,3,33,6,True,True,True,False,True,60,False
30148,103500,5,24,5,True,False,False,False,False,60,False
7920,360000,3,27,5,True,False,False,False,False,60,False
26996,360000,3,38,2,True,False,False,False,False,60,False
35367,180000,3,51,16,True,True,True,True,False,60,False
29206,207000,3,61,9,True,True,False,True,False,60,False
33427,126000,3,54,7,True,True,False,False,True,60,False
33063,180000,3,28,4,True,False,False,False,False,60,False
14679,157500,3,38,11,True,True,True,True,True,60,False
12426,135000,3,60,0,True,False,False,False,True,60,False
8875,157500,5,38,1,True,False,True,True,False,60,False
29431,90000,3,33,1,True,False,False,False,True,60,False
25653,324000,2,31,6,True,True,True,True,True,60,False
23864,112500,3,25,6,True,True,True,False,False,60,False
14801,180000,3,25,1,True,False,False,True,False,60,False
28860,238500,0,24,0,True,False,True,False,False,60,False
9108,108000,3,33,6,True,True,False,False,True,60,False
6246,202500,3,53,32,True,True,True,False,True,60,False
4351,225000,3,47,26,True,True,False,False,False,60,False
4127,112500,5,40,1,True,False,True,False,False,60,False
26439,67500,5,44,7,True,True,False,False,True,60,False
14361,202500,3,27,1,True,False,False,True,False,60,False
35758,135000,5,27,5,True,False,False,False,True,60,False
32247,351000,3,44,23,True,True,True,False,False,60,False
5550,157500,5,32,7,True,True,True,False,False,60,False
31795,180000,3,54,21,True,True,False,False,False,60,False
22785,135000,3,45,3,True,False,False,False,False,60,False
1889,225000,3,34,6,True,True,True,True,True,60,False
2854,225000,3,59,32,True,True,False,False,True,60,False
32776,157500,3,51,8,True,True,False,False,True,60,False
24240,90000,3,26,3,True,False,True,False,True,60,False
6490,112500,3,28,8,True,True,True,True,True,60,False
32502,67500,3,31,5,True,False,False,False,True,60,False
27392,99000,3,40,15,True,True,False,False,False,60,False
24562,54000,3,38,5,True,False,True,False,True,60,False
3085,157500,2,27,5,True,False,False,True,True,60,False
14198,261000,3,59,15,True,True,False,True,False,60,False
2670,180000,3,32,7,True,True,True,True,True,60,False
34181,202500,3,31,1,True,False,False,False,True,60,False
15668,180000,3,45,2,True,False,False,True,True,60,False
36412,180000,3,44,16,True,True,True,False,True,60,True
16247,157500,3,47,2,True,False,False,False,False,60,False
4560,90000,5,28,4,True,False,True,False,False,60,False
28751,157500,3,37,9,True,True,True,True,False,60,False
6098,180000,3,31,1,True,False,True,True,True,60,False
17265,67500,3,45,19,True,True,True,False,False,60,False
36278,225000,3,36,3,True,False,False,False,False,60,True
28458,157500,3,49,4,True,False,True,False,False,60,False
13697,378000,3,39,7,True,True,True,False,False,60,False
29075,180000,3,27,1,True,False,False,False,False,60,False
3077,247500,3,37,3,True,False,False,False,True,60,False
27235,135000,3,24,2,True,False,False,False,True,60,False
29536,292500,3,50,1,True,False,False,False,True,60,False
544,135000,3,26,7,True,True,True,False,False,60,False
1988,90000,3,48,10,True,True,False,False,False,60,False
24940,315000,3,37,7,True,True,True,False,True,60,False
9759,108000,3,39,11,True,True,True,False,True,60,False
27893,225000,3,44,3,True,False,True,True,False,60,False
9353,202500,3,52,1,True,False,True,True,True,60,False
33805,270000,5,32,1,True,False,False,False,True,60,False
4913,202500,3,34,5,True,False,False,True,False,60,False
16177,315000,3,49,3,True,False,False,True,True,60,False
16355,225000,3,30,4,True,False,True,False,True,60,False
31521,54000,3,35,0,True,False,True,False,True,60,False
7711,112500,3,37,3,True,False,False,True,False,60,False
1943,110250,3,38,15,True,True,False,True,False,60,False
34974,202500,3,47,15,True,True,False,False,False,60,False
3764,180000,3,42,3,True,False,False,True,False,60,False
21943,270000,2,30,4,True,False,True,False,False,60,False
19006,225000,3,33,2,True,False,False,False,True,60,False
25563,81000,3,37,3,True,False,False,True,False,60,False
31524,225000,3,27,3,True,False,True,True,True,60,False
9379,292500,4,27,3,True,False,False,False,True,60,False
15271,90000,4,43,4,True,False,False,False,False,60,False
106,297000,4,42,8,True,True,False,False,False,60,False
607,180000,3,41,8,True,True,False,False,True,60,False
1575,360000,3,42,9,True,True,False,False,False,60,False
746,135000,3,33,6,True,True,False,False,True,60,False
26406,135000,3,51,23,True,True,False,False,True,60,False
8090,256500,3,48,3,True,False,True,False,True,60,False
2749,202500,3,41,22,True,True,False,False,True,60,False
26880,126000,3,40,7,True,True,False,False,True,60,False
16007,247500,3,55,7,True,True,False,True,False,60,False
27379,99000,3,40,15,True,True,False,False,False,60,False
4382,81000,3,33,3,True,False,True,False,False,60,False
33859,90000,3,39,0,True,False,False,False,True,60,False
34784,157500,3,28,4,True,False,True,False,True,60,False
18508,180000,3,37,1,True,False,False,False,False,60,False
22618,121500,3,30,3,True,False,False,False,True,60,False
21659,112500,3,40,2,True,False,True,False,False,60,False
27753,157500,3,41,6,True,True,True,True,True,60,False
14657,180000,3,30,9,True,True,True,False,True,60,False
22066,112500,3,34,0,True,False,False,True,True,60,False
12919,157500,3,55,8,True,True,False,False,False,60,False
15700,270000,3,24,4,True,False,False,True,False,60,False
18534,315000,3,44,11,True,True,True,False,True,60,False
26894,90000,3,50,14,True,True,False,False,False,60,False
20243,112500,5,54,3,True,False,False,False,True,60,False
17502,144000,3,46,9,True,True,False,False,False,60,False
27597,135000,3,27,3,True,False,True,False,False,60,False
9503,180000,3,41,1,True,False,True,False,True,60,False
13669,135000,3,33,4,True,False,True,False,True,60,False
18012,360000,3,43,1,True,False,True,False,True,60,False
29036,135000,5,33,4,True,False,False,False,False,60,False
4476,135000,4,28,7,True,True,True,False,True,60,False
34970,139500,3,45,4,True,False,True,True,False,60,False
31426,135000,4,30,2,True,False,False,True,False,60,False
4859,180000,3,40,3,True,False,False,False,False,60,False
10871,99000,3,57,6,True,True,False,True,False,60,False
10513,112500,2,42,4,True,False,False,False,False,60,False
30950,270000,3,48,4,True,False,False,False,True,60,False
35027,135000,3,35,13,True,True,True,False,False,60,False
17674,180000,3,53,8,True,True,False,True,False,60,False
36078,157500,3,39,12,True,True,True,True,True,60,False
14463,135000,3,57,0,True,False,False,True,False,60,False
10982,180000,3,52,9,True,True,True,False,False,60,False
12312,247500,3,32,7,True,True,False,False,False,60,False
36133,90000,3,45,1,True,False,False,False,False,60,True
19233,315000,3,49,11,True,True,False,False,False,60,False
24353,157500,3,33,0,True,False,True,True,True,60,False
18986,216000,3,42,4,True,False,False,False,True,60,False
10631,180000,3,25,3,True,False,False,False,False,60,False
28710,135000,3,45,25,True,True,False,False,False,60,False
35892,180000,3,39,8,True,True,False,False,False,60,False
1754,90000,3,54,0,True,False,False,False,False,60,False
13959,135000,3,50,3,True,False,True,False,False,60,False
3901,180000,3,48,15,True,True,False,False,True,60,False
33070,225000,3,40,14,True,True,True,True,True,60,False
5993,157500,3,37,8,True,True,True,True,False,60,False
27179,94500,3,39,4,True,False,True,False,True,60,False
28227,180000,3,25,1,True,False,False,False,True,60,False
22079,135000,3,46,4,True,False,False,False,True,60,False
19011,202500,3,46,0,True,False,False,False,False,60,False
30402,157500,3,31,5,True,False,False,False,True,60,False
18231,112500,5,31,10,True,True,True,False,True,60,False
11084,180000,3,53,5,True,False,False,False,False,60,False
2718,202500,3,38,0,True,False,True,False,True,60,False
12032,112500,3,40,2,True,False,False,False,True,60,False
16739,180000,3,49,0,True,False,False,False,False,60,False
21117,337500,3,35,9,True,True,True,False,True,60,False
2975,202500,3,36,3,True,False,False,False,False,60,False
29183,135000,3,37,19,True,True,False,False,False,60,False
28249,135000,3,40,10,True,True,True,True,True,60,False
27665,121500,3,43,8,True,True,True,True,True,60,False
34672,261000,5,24,1,True,False,False,False,False,60,False
36074,157500,3,39,12,True,True,True,True,True,60,False
26366,81000,3,29,3,True,False,True,True,True,60,False
13573,270000,3,28,9,True,True,False,False,True,60,False
21969,135000,3,30,3,True,False,False,False,True,60,False
18742,90000,5,27,8,True,True,False,False,False,60,False
5504,180000,3,44,16,True,True,False,False,True,60,False
28839,202500,2,33,2,True,False,True,False,False,60,False
10528,270000,3,39,6,True,True,True,False,False,60,False
14186,112500,3,31,2,True,False,False,False,False,60,False
8247,135000,3,39,16,True,True,True,True,True,60,False
35343,225000,3,42,0,True,False,True,True,False,60,False
7452,103500,3,46,22,True,True,False,True,True,60,False
7327,180000,3,34,2,True,False,False,True,True,60,False
34880,67500,3,54,29,True,True,False,False,False,60,False
6448,315000,3,30,6,True,True,True,False,True,60,False
31508,63000,3,37,3,True,False,True,True,True,60,False
27931,135000,3,35,6,True,True,False,False,True,60,False
27142,247500,3,41,0,True,False,True,True,True,60,False
18657,76500,3,44,5,True,False,False,False,False,60,False
13164,135000,3,57,3,True,False,False,True,True,60,False
19494,126000,3,40,7,True,True,False,True,False,60,False
31742,126000,2,42,12,True,True,False,False,False,60,False
13948,202500,3,44,2,True,False,True,False,False,60,False
884,360000,3,54,20,True,True,False,True,False,60,False
29719,225000,3,37,1,True,False,True,False,True,60,False
10325,360000,3,58,5,True,False,False,True,True,60,False
13094,112500,3,50,5,True,False,False,False,True,60,False
27324,247500,3,23,0,True,False,False,False,True,60,False
27367,225000,3,22,2,True,False,False,False,False,60,False
685,135000,3,43,1,True,False,False,False,True,60,False
8253,121500,0,32,4,True,False,False,False,True,60,False
30349,171000,2,37,15,True,True,True,False,True,60,False
12449,180000,3,50,4,True,False,False,True,False,60,False
25541,135000,3,47,5,True,False,False,False,False,60,False
25616,225000,3,39,0,True,False,False,False,False,60,False
31532,67500,3,54,15,True,True,False,False,False,60,False
34332,135000,3,35,12,True,True,True,False,False,60,False
5908,337500,3,28,7,True,True,True,False,False,60,False
34716,202500,3,31,1,True,False,False,False,True,60,False
33430,126000,3,54,7,True,True,False,False,True,60,False
9685,180000,3,28,0,True,False,False,False,True,60,False
22560,202500,3,28,9,True,True,False,False,True,60,False
21746,202500,3,36,13,True,True,False,False,True,60,False
22479,135000,3,42,1,True,False,False,False,False,60,False
19181,90000,3,44,3,True,False,True,False,False,60,False
21875,112500,3,29,5,True,False,True,False,False,60,False
3836,202500,3,48,0,True,False,False,True,False,60,False
13095,112500,3,50,5,True,False,False,False,True,60,False
5403,112500,3,35,0,True,False,True,True,True,60,False
31051,112500,3,48,28,True,True,False,False,True,60,True
3793,202500,3,48,27,True,True,False,False,False,60,False
5254,157500,3,45,7,True,True,True,False,False,60,False
7900,130500,3,45,2,True,False,True,False,False,60,False
17679,180000,3,53,8,True,True,False,True,False,60,False
14029,157500,3,53,10,True,True,False,False,False,60,False
18570,157500,3,55,1,True,False,False,False,False,60,False
6064,225000,3,47,0,True,False,False,False,False,60,False
4305,202500,3,43,4,True,False,False,False,False,60,False
6323,225000,3,36,2,True,False,True,True,False,60,False
8306,135000,3,39,2,True,False,False,False,True,60,False
30982,157500,3,33,1,True,False,True,False,True,60,False
5736,180000,3,55,17,True,True,False,True,False,60,False
1875,225000,3,35,11,True,True,False,False,True,60,False
2507,103500,3,32,3,True,False,True,False,False,60,False
8914,202500,3,34,14,True,True,False,True,True,60,False
